Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min),Distance (km),Travel Time (min)
1,Monday,13:38,48.00,15:29,44.96,18.52,22
2,Tuesday,08:04,48.00,18:05,37.31,65.20,600
3,Wednesday,08:10,48.00,09:52,45.19,17.12,21
4,Thursday,07:49,48.00,17:50,38.39,58.57,600
5,Friday,15:14,48.0,17:00,41.9,37.31,44
5,Friday,18:56,41.88,20:29,39.32,15.60,19
6,Saturday,10:00,48.00,11:16,45.92,12.68,15
7,Sunday,No trips,32.0,,32.0,,
8,Monday,No trips,32.0,,32.0,,
9,Tuesday,08:02,48.0,18:05,36.6,69.45,615
10,Wednesday,No trips,32.0,,32.0,,
11,Thursday,08:10,48.00,18:07,36.70,68.89,600
12,Friday,No trips,32.0,,32.0,,
13,Saturday,No trips,32.0,,32.0,,
14,Sunday,15:37,48.0,17:22,43.0,30.30,36
15,Monday,No trips,32.0,,32.0,,
16,Tuesday,08:06,48.0,18:04,35.8,74.55,614
17,Wednesday,15:37,48.00,17:29,44.94,18.63,22
18,Thursday,07:56,48.0,17:49,36.3,71.15,615
19,Friday,No trips,32.0,,32.0,,
20,Saturday,19:54,48.00,20:58,46.23,10.78,13
21,Sunday,No trips,32.0,,32.0,,
22,Monday,No trips,32.0,,32.0,,
23,Tuesday,07:58,48.0,18:15,36.0,73.27,618
24,Wednesday,No trips,32.0,,32.0,,
25,Thursday,07:53,48.0,18:00,35.6,75.30,622
26,Friday,13:14,48.00,15:04,44.99,18.35,22
27,Saturday,No trips,32.0,,32.0,,
28,Sunday,No trips,32.0,,32.0,,
29,Monday,No trips,32.0,,32.0,,
30,Tuesday,08:10,48.0,18:02,35.7,75.04,612
31,Wednesday,No trips,32.0,,32.0,,
32,Thursday,08:03,48.00,18:10,36.80,68.29,600
33,Friday,No trips,32.0,,32.0,,
34,Saturday,No trips,32.0,,32.0,,
35,Sunday,No trips,32.0,,32.0,,
36,Monday,No trips,32.0,,32.0,,
37,Tuesday,08:08,48.00,18:12,38.39,58.62,600
37,Tuesday,19:48,38.39,21:44,35.20,19.42,23
38,Wednesday,No trips,32.0,,32.0,,
39,Thursday,07:50,48.00,18:03,37.11,66.39,600
40,Friday,No trips,32.0,,32.0,,
41,Saturday,10:45,48.00,12:39,44.88,19.02,23
42,Sunday,No trips,32.0,,32.0,,
43,Monday,12:10,48.00,14:03,44.93,18.71,22
44,Tuesday,08:08,48.00,18:06,37.14,66.20,600
45,Wednesday,16:43,48.00,18:12,45.57,14.84,18
46,Thursday,07:49,48.0,17:59,35.5,76.12,620
46,Thursday,19:32,35.52,21:04,33.00,15.36,18
47,Friday,No trips,32.0,,32.0,,
48,Saturday,No trips,32.0,,32.0,,
49,Sunday,No trips,32.0,,32.0,,
50,Monday,No trips,32.0,,32.0,,
51,Tuesday,08:02,48.0,17:54,34.0,85.54,634
52,Wednesday,16:18,48.00,17:36,45.85,13.13,16
52,Wednesday,17:59,45.85,19:07,44.00,11.28,14
53,Thursday,08:02,48.00,17:48,37.84,61.97,600
54,Friday,12:31,48.00,13:48,45.88,12.90,15
55,Saturday,16:52,48.00,18:11,45.83,13.21,16
56,Sunday,11:48,48.00,13:41,44.91,18.82,23
57,Monday,No trips,32.0,,32.0,,
58,Tuesday,07:45,48.0,17:48,34.5,82.56,623
59,Wednesday,No trips,32.0,,32.0,,
60,Thursday,07:56,48.00,18:05,37.71,62.77,600
61,Friday,No trips,32.0,,32.0,,
62,Saturday,12:53,48.00,14:51,44.76,19.77,24
63,Sunday,No trips,32.0,,32.0,,
64,Monday,16:09,48.00,17:55,45.09,17.74,21
65,Tuesday,08:09,48.00,18:06,36.78,68.44,600
66,Wednesday,11:42,48.00,12:57,45.95,12.52,15
67,Thursday,08:03,48.00,18:13,36.81,68.23,600
68,Friday,No trips,32.0,,32.0,,
69,Saturday,19:03,48.00,20:31,45.60,14.65,18
70,Sunday,14:25,48.00,16:08,45.17,17.24,21
71,Monday,17:58,48.00,19:40,45.23,16.90,20
72,Tuesday,08:06,48.00,18:13,38.66,56.94,600
73,Wednesday,No trips,32.0,,32.0,,
74,Thursday,08:11,48.00,17:57,37.50,64.05,600
74,Thursday,18:17,37.5,19:23,33.7,23.29,28
75,Friday,No trips,32.0,,32.0,,
76,Saturday,12:37,48.00,13:59,45.76,13.67,16
77,Sunday,17:11,48.00,18:12,46.33,10.16,12
78,Monday,No trips,32.0,,32.0,,
79,Tuesday,08:09,48.00,18:14,38.08,60.50,600
79,Tuesday,19:19,38.08,20:21,36.40,10.24,12
80,Wednesday,No trips,32.0,,32.0,,
81,Thursday,08:00,48.00,18:05,38.03,60.77,600
82,Friday,17:44,48.00,18:50,46.19,11.04,13
83,Saturday,No trips,32.0,,32.0,,
84,Sunday,No trips,32.0,,32.0,,
85,Monday,No trips,32.0,,32.0,,
86,Tuesday,07:56,48.0,18:12,32.8,92.86,638
86,Tuesday,18:57,32.77,20:41,29.92,17.39,21
87,Wednesday,10:00,48.00,11:40,45.25,16.78,20
88,Thursday,07:52,48.00,18:03,37.46,64.28,600
89,Friday,12:07,48.00,13:52,45.12,17.55,21
89,Friday,15:49,45.12,17:36,42.20,17.84,21
90,Saturday,10:44,48.00,11:51,46.17,11.15,13
90,Saturday,13:27,46.17,14:56,43.75,14.77,18
91,Sunday,18:06,48.00,19:46,45.28,16.57,20
92,Monday,11:06,48.00,12:32,45.65,14.31,17
93,Tuesday,07:46,48.0,19:10,33.8,86.40,622
93,Tuesday,19:13,33.8,20:53,27.9,36.43,44
94,Wednesday,No trips,32.0,,32.0,,
95,Thursday,08:00,48.00,17:50,37.95,61.28,600
96,Friday,12:09,48.00,13:34,45.67,14.24,17
97,Saturday,No trips,32.0,,32.0,,
98,Sunday,No trips,32.0,,32.0,,
99,Monday,No trips,32.0,,32.0,,
100,Tuesday,07:57,48.00,18:14,37.76,62.43,600
101,Wednesday,No trips,32.0,,32.0,,
102,Thursday,08:04,48.00,18:05,37.85,61.89,600
103,Friday,No trips,32.0,,32.0,,
104,Saturday,No trips,32.0,,32.0,,
105,Sunday,09:14,48.00,10:49,45.40,15.83,19
106,Monday,No trips,32.0,,32.0,,
107,Tuesday,08:11,48.00,18:14,37.04,66.82,600
108,Wednesday,09:09,48.00,11:09,44.73,19.96,24
109,Thursday,08:06,48.00,18:01,37.81,62.16,600
110,Friday,No trips,32.0,,32.0,,
111,Saturday,12:46,48.00,14:35,45.04,18.04,22
112,Sunday,13:42,48.00,14:58,45.91,12.74,15
113,Monday,No trips,32.0,,32.0,,
114,Tuesday,08:02,48.00,17:47,38.59,57.38,600
115,Wednesday,12:02,48.00,13:39,45.33,16.25,20
115,Wednesday,19:09,45.33,20:50,42.55,16.96,20
116,Thursday,08:01,48.00,18:09,36.91,67.61,600
117,Friday,No trips,32.0,,32.0,,
