Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min),Distance (km),Travel Time (min)
1,Monday,No trips,32.0,,32.0,,
2,Tuesday,18:15,48.00,20:00,45.12,17.54,21
3,Wednesday,No trips,32.0,,32.0,,
4,Thursday,No trips,32.0,,32.0,,
5,Friday,No trips,32.0,,32.0,,
6,Saturday,No trips,32.0,,32.0,,
7,Sunday,No trips,32.0,,32.0,,
8,Monday,No trips,32.0,,32.0,,
9,Tuesday,08:07,48.00,18:07,38.42,58.42,600
10,Wednesday,No trips,32.0,,32.0,,
11,Thursday,08:10,48.00,18:12,37.34,64.98,600
12,Friday,19:53,48.0,21:51,42.7,32.37,39
13,Saturday,16:05,48.00,17:34,45.57,14.80,18
14,Sunday,No trips,32.0,,32.0,,
15,Monday,10:45,48.00,12:10,45.65,14.30,17
16,Tuesday,07:49,48.0,17:58,34.3,83.65,621
17,Wednesday,16:20,48.00,17:40,45.79,13.46,16
18,Thursday,07:56,48.0,17:54,34.1,84.57,620
19,Friday,No trips,32.0,,32.0,,
20,Saturday,10:41,48.00,11:54,46.00,12.22,15
20,Saturday,19:02,46.0,20:21,41.8,25.36,31
21,Sunday,08:12,48.00,10:02,45.00,18.27,22
22,Monday,No trips,32.0,,32.0,,
23,Tuesday,07:51,48.00,18:12,38.42,58.40,600
24,Wednesday,No trips,32.0,,32.0,,
25,Thursday,07:47,48.0,18:09,35.0,79.41,616
26,Friday,15:47,48.00,17:27,45.25,16.76,20
27,Saturday,No trips,32.0,,32.0,,
28,Sunday,No trips,32.0,,32.0,,
29,Monday,17:16,48.0,20:06,41.8,37.74,45
30,Tuesday,07:58,48.00,18:08,37.05,66.79,600
31,Wednesday,No trips,32.0,,32.0,,
32,Thursday,07:51,48.00,18:11,37.36,64.85,600
33,Friday,No trips,32.0,,32.0,,
34,Saturday,No trips,32.0,,32.0,,
35,Sunday,11:06,48.00,12:59,44.90,18.92,23
36,Monday,17:07,48.00,18:39,45.47,15.40,18
37,Tuesday,08:02,48.0,17:45,36.3,71.22,616
38,Wednesday,11:03,48.00,12:42,45.29,16.55,20
39,Thursday,08:00,48.0,17:46,33.6,87.56,624
40,Friday,No trips,32.0,,32.0,,
41,Saturday,10:21,48.00,12:18,44.81,19.43,23
42,Sunday,No trips,32.0,,32.0,,
43,Monday,17:46,48.00,19:30,45.16,17.29,21
44,Tuesday,08:12,48.00,18:02,38.31,59.06,600
45,Wednesday,No trips,32.0,,32.0,,
46,Thursday,07:51,48.00,18:03,37.00,67.08,600
47,Friday,No trips,32.0,,32.0,,
48,Saturday,17:01,48.00,18:54,44.90,18.92,23
49,Sunday,No trips,32.0,,32.0,,
50,Monday,No trips,32.0,,32.0,,
51,Tuesday,08:07,48.00,17:46,38.36,58.81,600
52,Wednesday,12:48,48.00,14:04,45.92,12.65,15
53,Thursday,07:58,48.00,17:54,38.52,57.78,600
54,Friday,No trips,32.0,,32.0,,
55,Saturday,No trips,32.0,,32.0,,
56,Sunday,No trips,32.0,,32.0,,
57,Monday,08:30,48.00,10:03,45.45,15.53,19
57,Monday,10:35,45.45,11:39,43.72,10.55,13
58,Tuesday,08:01,48.00,17:55,37.70,62.80,600
59,Wednesday,No trips,32.0,,32.0,,
60,Thursday,07:47,48.00,18:14,37.20,65.84,600
61,Friday,13:14,48.00,14:27,46.01,12.12,15
62,Saturday,15:19,48.00,16:27,46.13,11.43,14
63,Sunday,No trips,32.0,,32.0,,
64,Monday,No trips,32.0,,32.0,,
65,Tuesday,07:50,48.00,18:08,37.48,64.16,600
66,Wednesday,No trips,32.0,,32.0,,
67,Thursday,08:05,48.00,17:58,37.11,66.42,600
67,Thursday,18:19,37.11,19:59,34.39,16.55,20
68,Friday,No trips,32.0,,32.0,,
69,Saturday,No trips,32.0,,32.0,,
70,Sunday,No trips,32.0,,32.0,,
71,Monday,No trips,32.0,,32.0,,
72,Tuesday,08:12,48.00,18:04,38.16,59.97,600
73,Wednesday,No trips,32.0,,32.0,,
74,Thursday,07:56,48.0,18:12,35.5,75.96,617
74,Thursday,19:30,35.54,20:39,33.66,11.48,14
75,Friday,No trips,32.0,,32.0,,
76,Saturday,No trips,32.0,,32.0,,
77,Sunday,No trips,32.0,,32.0,,
78,Monday,17:37,48.00,19:09,45.47,15.40,18
79,Tuesday,08:12,48.00,17:47,37.55,63.75,600
80,Wednesday,No trips,32.0,,32.0,,
81,Thursday,08:08,48.0,18:07,35.9,73.97,619
82,Friday,10:10,48.00,11:50,45.28,16.60,20
83,Saturday,No trips,32.0,,32.0,,
84,Sunday,14:06,48.00,15:37,45.49,15.28,18
85,Monday,08:27,48.00,09:57,45.52,15.13,18
86,Tuesday,08:00,48.00,17:47,36.82,68.20,600
87,Wednesday,13:07,48.00,14:27,45.82,13.32,16
88,Thursday,07:57,48.0,19:02,31.3,101.79,639
89,Friday,No trips,32.0,,32.0,,
90,Saturday,No trips,32.0,,32.0,,
91,Sunday,No trips,32.0,,32.0,,
92,Monday,08:17,48.00,09:58,45.25,16.78,20
92,Monday,16:12,45.25,17:30,43.11,13.01,16
93,Tuesday,07:56,48.0,18:05,35.0,79.53,620
94,Wednesday,09:00,48.00,10:54,44.90,18.90,23
95,Thursday,08:10,48.00,18:02,38.45,58.23,600
96,Friday,No trips,32.0,,32.0,,
97,Saturday,No trips,32.0,,32.0,,
98,Sunday,No trips,32.0,,32.0,,
99,Monday,No trips,32.0,,32.0,,
100,Tuesday,17:41,48.0,19:29,42.7,32.56,40
101,Wednesday,No trips,32.0,,32.0,,
102,Thursday,No trips,32.0,,32.0,,
103,Friday,14:00,48.00,15:27,45.64,14.40,17
104,Saturday,No trips,32.0,,32.0,,
105,Sunday,No trips,32.0,,32.0,,
106,Monday,No trips,32.0,,32.0,,
107,Tuesday,07:47,48.0,17:50,34.6,81.85,618
108,Wednesday,No trips,32.0,,32.0,,
109,Thursday,07:59,48.0,18:09,36.5,69.84,614
110,Friday,No trips,32.0,,32.0,,
111,Saturday,No trips,32.0,,32.0,,
112,Sunday,No trips,32.0,,32.0,,
113,Monday,11:59,48.00,13:44,45.12,17.56,21
114,Tuesday,08:00,48.00,17:57,37.45,64.32,600
115,Wednesday,No trips,32.0,,32.0,,
116,Thursday,08:07,48.00,18:05,38.48,58.06,600
117,Friday,14:12,48.00,15:35,45.74,13.79,17
118,Saturday,No trips,32.0,,32.0,,
119,Sunday,No trips,32.0,,32.0,,
120,Monday,16:18,48.00,17:28,46.08,11.71,14
121,Tuesday,07:54,48.00,17:48,38.34,58.89,600
122,Wednesday,No trips,32.0,,32.0,,
123,Thursday,08:01,48.00,17:47,38.01,60.92,600
124,Friday,No trips,32.0,,32.0,,
125,Saturday,08:03,48.00,09:51,45.04,18.04,22
126,Sunday,15:35,48.00,17:28,44.90,18.88,23
127,Monday,No trips,32.0,,32.0,,
128,Tuesday,08:11,48.00,17:52,37.00,67.09,600
129,Wednesday,10:39,48.00,12:11,45.50,15.24,18
130,Thursday,07:49,48.00,18:13,37.39,64.68,600
131,Friday,No trips,32.0,,32.0,,
132,Saturday,No trips,32.0,,32.0,,
133,Sunday,16:02,48.00,17:10,46.14,11.33,14
134,Monday,No trips,32.0,,32.0,,
135,Tuesday,08:08,48.0,18:10,34.7,81.04,615
136,Wednesday,15:53,48.00,17:26,45.47,15.40,18
137,Thursday,07:48,48.00,17:54,37.99,61.07,600
138,Friday,No trips,32.0,,32.0,,
139,Saturday,No trips,32.0,,32.0,,
140,Sunday,17:12,48.00,18:26,45.97,12.35,15
141,Monday,09:20,48.00,10:41,45.80,13.40,16
142,Tuesday,07:54,48.00,17:50,38.02,60.87,600
143,Wednesday,No trips,32.0,,32.0,,
144,Thursday,08:02,48.00,18:07,37.18,66.00,600
145,Friday,No trips,32.0,,32.0,,
146,Saturday,No trips,32.0,,32.0,,
147,Sunday,11:46,48.00,13:45,44.77,19.70,24
147,Sunday,16:50,44.77,18:40,41.75,18.38,22
148,Monday,No trips,32.0,,32.0,,
149,Tuesday,09:42,48.00,11:11,45.56,14.91,18
150,Wednesday,17:21,48.0,18:52,43.0,30.20,36
151,Thursday,No trips,32.0,,32.0,,
152,Friday,08:32,48.00,09:48,45.92,12.67,15
153,Saturday,No trips,32.0,,32.0,,
154,Sunday,No trips,32.0,,32.0,,
155,Monday,No trips,32.0,,32.0,,
156,Tuesday,07:54,48.00,17:47,38.27,59.31,600
157,Wednesday,10:12,48.00,12:10,44.79,19.60,24
158,Thursday,07:45,48.00,18:06,37.94,61.36,600
159,Friday,No trips,32.0,,32.0,,
